Gene	Coarse module	Fine module	Comments
STX12	24	129	
STX2	24	129	
TMX3	24	129	
TROVE2	24	129	
ARRDC3	24	130	
ARSK	24	130	
ATP2C1	24	130	
CEPT1	24	130	
CTBS	24	130	
CTSA	24	130	
FAM45A	24	130	
LMBRD1	24	130	
MAP4K3	24	130	
NHLRC3	24	130	
RNF13	24	130	
SFT2D1	24	130	
TLR4	24	130	
TMEM77	24	130	
TOM1	24	130	
TPCN2	24	130	
TPP1	24	130	
ABCA1	24	131	
ARHGAP12	24	131	
GPR155	24	131	
LRP6	24	131	
MBNL2	24	131	
MTMR10	24	131	
PIK3C2A	24	131	
SERINC1	24	131	
SLC17A5	24	131	
SLC38A6	24	131	
TMEM87B	24	131	
1110007C09RIK	25	132	
APOC2	25	132	
ATP1A3	25	132	
C130050O18RIK	25	132	
C5AR1	25	132	
CCL6	25	132	
CD300A	25	132	
CD300LB	25	132	
CD300LD	25	132	
CD300LF	25	132	
D1ERTD622E	25	132	
DNAHC12	25	132	
FAM78B	25	132	
FCGR3	25	132	
FCGR4	25	132	
FGD4	25	132	
GM10305	25	132	
GRK5	25	132	
HGF	25	132	
IFITM6	25	132	
ITFG3	25	132	
ITGAM	25	132	
KRT80	25	132	
NADK	25	132	
NAIP1	25	132	
OTTMUSG00000003606	25	132	
PILRA	25	132	
PILRB1	25	132	
PILRB2	25	132	
PLA2G7	25	132	
SERPINB10	25	132	
SLC11A1	25	132	
TAS2R143	25	132	
TLR8	25	132	
4933429F08RIK	25	133	
CD300E	25	133	
CLEC4A1	25	133	
CLEC4A3	25	133	
CLEC4B1	25	133	
CSF1R	25	133	
DPEP2	25	133	
EAR1	25	133	
EAR10	25	133	
EMR1	25	133	
EMR4	25	133	
FAM26F	25	133	
FCGR1	25	133	
GALNT9	25	133	
GBP3	25	133	
GM5150	25	133	
GM9733	25	133	
KLRA2	25	133	
METRNL	25	133	
MS4A4A	25	133	
MS4A6D	25	133	
SIGLEC1	25	133	
SIRPB1	25	133	
TLR7	25	133	
TMEM26	25	133	
TMEM51	25	133	
TNFSF12-TNFSF13	25	133	
1810033B17RIK	25	134	
AF251705	25	134	
APH1C	25	134	
CAPNS2	25	134	
CARD9	25	134	
CD68	25	134	
CLEC4A2	25	134	
CLEC4N	25	134	
CLEC7A	25	134	
CSF2RA	25	134	
DUB2A	25	134	
EAR2	25	134	
EHD1	25	134	
GP49A	25	134	
GPR141	25	134	
IGSF6	25	134	
IL1B	25	134	
LGALS3	25	134	
LILRB4	25	134	
LRRC25	25	134	
LYZ1	25	134	
MEFV	25	134	
MOBKL2B	25	134	
NLRP3	25	134	
PDXK	25	134	
PIK3R6	25	134	
PLAUR	25	134	
PSTPIP2	25	134	
PTAFR	25	134	
PTPRO	25	134	
SIGLECE	25	134	
TLR13	25	134	
TMEM141	25	134	
ADAM9	25	135	
ALCAM	25	135	
APOBEC1	25	135	
ARL8A	25	135	
ATP6V0A1	25	135	
CD40	25	135	
CD83	25	135	
CTSH	25	135	
CTSZ	25	135	
CYBB	25	135	
DUSP22	25	135	
FAM55D	25	135	
FCGR2B	25	135	
GNS	25	135	
GPR137B	25	135	
GPR137B-PS	25	135	
HCK	25	135	
HPSE	25	135	
IFI30	25	135	
IL10RA	25	135	
IL18	25	135	
IRF5	25	135	
LGMN	25	135	
LILRB3	25	135	
LY86	25	135	
MAP3K8	25	135	
MPEG1	25	135	
MYADM	25	135	
MYOF	25	135	
NCF1	25	135	
NECAP2	25	135	
NLRP10	25	135	
NUAK2	25	135	
NUCB2	25	135	
PIRA11	25	135	
PIRA2	25	135	
PLD4	25	135	
PLEKHM3	25	135	
PPFIBP2	25	135	
PRKCD	25	135	
RASSF4	25	135	
SBNO2	25	135	
SCAMP2	25	135	
SCPEP1	25	135	
SLC15A4	25	135	
SLC2A6	25	135	
ST3GAL3	25	135	
TMEM55B	25	135	
5031414D18RIK	25	136	
A530023O14RIK	25	136	
A530040E14RIK	25	136	
ALPK2	25	136	
CD74	25	136	
CIITA	25	136	
CYBASC3	25	136	
ERO1LB	25	136	
FGD2	25	136	
H2-AA	25	136	
H2-AB1	25	136	
H2-DMA	25	136	
H2-DMB2	25	136	
H2-EB1	25	136	
HAAO	25	136	
HDAC9	25	136	
IRF4	25	136	
KIF9	25	136	
KMO	25	136	
KYNU	25	136	
LRRK2	25	136	
March1	25	136	
OPN3	25	136	
PKIB	25	136	
RASGEF1B	25	136	
RASGRP3	25	136	
RNASE6	25	136	
SNX8	25	136	
TLR9	25	136	
UVRAG	25	136	
VAV2	25	136	
5430427O19RIK	25	137	
6330407A03RIK	25	137	
9430025C20RIK	25	137	
ABCD1	25	137	
ARHGAP17	25	137	
ATF6	25	137	
BC013712	25	137	
CCDC50	25	137	
CD180	25	137	
HES1	25	137	
IRF8	25	137	
ITGB3BP	25	137	
LAT2	25	137	
LPIN2	25	137	
LYN	25	137	
MYO1C	25	137	
NAPSA	25	137	
NLRC4	25	137	
PHLPP2	25	137	
PIK3AP1	25	137	
PLCG2	25	137	
PTPRJ	25	137	
RHOQ	25	137	
RNF130	25	137	
RNF216	25	137	
SH2B3	25	137	
SH3BP2	25	137	
SNX9	25	137	
SYK	25	137	
TEC	25	137	
TIFA	25	137	
TIRAP	25	137	
TM6SF1	25	137	
UNC93B1	25	137	
WDFY4	25	137	
ZBTB10	25	137	
ZEB2	25	137	
ZFP870	25	137	
AY512938	25	138	
B3GNT8	25	138	
BCL11A	25	138	
BTK	25	138	
CYP2R1	25	138	
FAM43A	25	138	
G6PC3	25	138	
GAPT	25	138	
GM10759	25	138	
HHEX	25	138	
LMO2	25	138	
LYL1	25	138	
MEF2C	25	138	
PCK2	25	138	
PCTP	25	138	
POU2F2	25	138	
PRR5	25	138	
SERINC3	25	138	
SNX29	25	138	
SNX30	25	138	
ST6GALNAC4	25	138	
TECT1	25	138	
TXNDC5	25	138	
ZFP608	25	138	
5031439G07RIK	25	139	
ACSL1	25	139	
ALOX5AP	25	139	
ARAP1	25	139	
ARL11	25	139	
ATG4C	25	139	
BC028528	25	139	
CEACAM1	25	139	
CFP	25	139	
CKAP4	25	139	
CLEC12A	25	139	
CYP4F18	25	139	
DNAJC28	25	139	
DNASE2A	25	139	
EBI3	25	139	
EVI5	25	139	
FAM55A	25	139	
GM2A	25	139	
GM885	25	139	
I830077J02RIK	25	139	
LPCAT2	25	139	
LRRC33	25	139	
LRRC8D	25	139	
LST1	25	139	
LYZ2	25	139	
NCF2	25	139	
NFAM1	25	139	
NLRP1A	25	139	
NOTCH2	25	139	
PFKFB4	25	139	
PIRA3	25	139	
PYGL	25	139	
SLC16A7	25	139	
SORT1	25	139	
TALDO1	25	139	
TICAM2	25	139	
TIFAB	25	139	
TMEM224	25	139	
TPD52	25	139	
ZFP385A	25	139	
5033414K04RIK	25	140	
ADAP2	25	140	
ADORA3	25	140	
AIF1	25	140	
AMZ1	25	140	
BCO2	25	140	
CD80	25	140	
CD86	25	140	
FRMD4B	25	140	
GM6377	25	140	
HAVCR2	25	140	
MAN2B1	25	140	
NAGA	25	140	
NLRP1B	25	140	
NLRP1C	25	140	
NOD2	25	140	
P2RY6	25	140	
PLBD1	25	140	
SLC8A1	25	140	
TGIF1	25	140	
TREML4	25	140	
TRPM2	25	140	
1110003E01RIK	25	141	
1110059E24RIK	25	141	
CXCR4	25	141	
FAM108B	25	141	
GM4989	25	141	
H3F3A	25	141	
INTS4	25	141	
MGAT1	25	141	
POLD4	25	141	
RRAGA	25	141	
SERP1	25	141	
SYPL	25	141	
TMEM50B	25	141	
TPST1	25	141	
TXNDC16	25	141	
4930534B04RIK	25	142	
ADAP1	25	142	
ADRBK2	25	142	
AKAP7	25	142	
ALPK1	25	142	
ARHGAP11A	25	142	
ASAH1	25	142	
BIRC1F	25	142	
CNPY3	25	142	
CRYBG3	25	142	
CSF2RB	25	142	
CST3	25	142	
CYFIP1	25	142	
DAPP1	25	142	
DNA2	25	142	
EHBP1L1	25	142	
EIF2C4	25	142	
EPS8	25	142	
ERLIN1	25	142	
ERLIN2	25	142	
ETV6	25	142	
FLT3	25	142	
GAS2L3	25	142	
GM9766	25	142	
GNAQ	25	142	
GNG10	25	142	
GSTO1	25	142	
GUSB	25	142	
HAUS8	25	142	
MAPKAPK2	25	142	
MPP6	25	142	
MYO5A	25	142	
PAK1	25	142	
PRCP	25	142	
RBM47	25	142	
RGAG4	25	142	
RGS18	25	142	
RGS2	25	142	
RP2H	25	142	
RUFY1	25	142	
SFPI1	25	142	
SFRS9	25	142	
SKAP2	25	142	
ST3GAL5	25	142	
STOM	25	142	
STX7	25	142	
SYNGR2	25	142	
TDRD7	25	142	
TRAFD1	25	142	
WDR67	25	142	
A630001G21RIK	25	143	
CCNJ	25	143	
CERK	25	143	
FLI1	25	143	
FOXN3	25	143	
GM10002	25	143	
GM10309	25	143	
HDAC10	25	143	
KLHL24	25	143	
LGALS8	25	143	
MAP3K5	25	143	
PRKCE	25	143	
SLC12A6	25	143	
SLC25A37	25	143	
XYLT1	25	143	
A630033H20RIK	25	144	
ACSS1	25	144	
AIDA	25	144	
CAB39L	25	144	
CAMSAP1L1	25	144	
CD38	25	144	
EIF2AK3	25	144	
FGD6	25	144	
HBP1	25	144	
IQSEC1	25	144	
MAN2A1	25	144	
OSBPL9	25	144	
PIKFYVE	25	144	
PLEKHA2	25	144	
PLEKHM1	25	144	
PPP3CA	25	144	
PTEN	25	144	
RRM2B	25	144	
SNAP29	25	144	
SNX2	25	144	
TMOD3	25	144	
USP33	25	144	
1110038D17RIK	25	145	
ADAM11	25	145	
BC051142	25	145	
BIRC3	25	145	
BMP2K	25	145	
H2-EB2	25	145	
HSPBAP1	25	145	
ICOSL	25	145	
LPCAT1	25	145	
MFHAS1	25	145	
OLFR98	25	145	
PHLPP1	25	145	
SLC41A2	25	145	
ST14	25	145	
SWAP70	25	145	
TBC1D14	25	145	
TRIM7	25	145	
ZFP318	25	145	
1700112E06RIK	25	146	
AOAH	25	146	
CALHM2	25	146	
CASP1	25	146	
CASP4	25	146	
CCL3	25	146	
CD244	25	146	
ENTPD1	25	146	
FCER1G	25	146	
FES	25	146	
FGR	25	146	
FUCA2	25	146	
ITGAX	25	146	
LASS6	25	146	
LRRK1	25	146	
NAIP2	25	146	
PBX3	25	146	
PIK3CB	25	146	
PLEK	25	146	
SH2D1B1	25	146	
TYROBP	25	146	
2510009E07RIK	26	147	
4930506M07RIK	26	147	
5430435G22RIK	26	147	
A630001O12RIK	26	147	
ACVRL1	26	147	
ADAM22	26	147	
ADAM8	26	147	
ALDH1A2	26	147	
ARHGAP22	26	147	
BATF3	26	147	
BCL2A1A	26	147	
BCL2A1B	26	147	
BCL2A1C	26	147	
BCL2A1D	26	147	
CBR3	26	147	
CLIC4	26	147	
CXCL16	26	147	
DAPK1	26	147	
DEPDC7	26	147	
FAM102B	26	147	
FAM135A	26	147	
FGFR1	26	147	
GFPT1	26	147	
GM10484	26	147	
GM2382	26	147	
GPR82	26	147	
HERPUD1	26	147	
MTHFS	26	147	
NOSTRIN	26	147	
PLEKHB2	26	147	
PMAIP1	26	147	
PPNR	26	147	
PTK2	26	147	
PTMS	26	147	
RAB43	26	147	
RHOC	26	147	
RNF144B	26	147	
RNF180	26	147	
RTN1	26	147	
SH3PXD2B	26	147	
SLC22A21	26	147	
SPINT1	26	147	
STARD3NL	26	147	
SULT1A1	26	147	
TMTC3	26	147	
UBE2F	26	147	
VRK2	26	147	
XLR	26	147	
6720456B07RIK	26	148	
ATP6V0E	26	148	
CARHSP1	26	148	
GLTPD1	26	148	
GM5471	26	148	
MPI	26	148	
RELT	26	148	
RNY1	26	148	
RNY3	26	148	
SLC33A1	26	148	
TMEM19	26	148	
AGAP1	26	149	
ANXA3	26	149	
CAR13	26	149	
CCDC122	26	149	
CD63	26	149	
DCLRE1A	26	149	
DOK1	26	149	
GCA	26	149	
GSDMD	26	149	
HTRA2	26	149	
KIF13A	26	149	
LARGE	26	149	
MGAT4B	26	149	
PGAP2	26	149	
PRKRA	26	149	
TMCC2	26	149	
TSPAN3	26	149	
ZFP111	26	149	
AMICA1	26	150	
CADM1	26	150	
CD209D	26	150	
CD209E	26	150	
CD300C	26	150	
CLEC1A	26	150	
CLEC9A	26	150	
COX6A2	26	150	
ECE1	26	150	
F630111L10RIK	26	150	
GM10790	26	150	
GSN	26	150	
HAVCR1	26	150	
IFI205	26	150	
KDR	26	150	
KLRA17	26	150	
MET	26	150	
MYCL1	26	150	
MYH10	26	150	
P2RY14	26	150	
PDE1B	26	150	
PDIA5	26	150	
PLXDC2	26	150	
PPT1	26	150	
RUNX2	26	150	
SIGLECH	26	150	
SSPN	26	150	
TMPRSS8	26	150	
ZFP691	26	150	
A930038C07RIK	26	151	
ADM	26	151	
CLU	26	151	
CSF1	26	151	
DKKL1	26	151	
EPHX2	26	151	
EXTL1	26	151	
FBLN5	26	151	
FLRT3	26	151	
GFPT2	26	151	
MAMLD1	26	151	
MTSS1L	26	151	
NPR2	26	151	
NPY1R	26	151	
NRP2	26	151	
RAB23	26	151	
SOD3	26	151	
STXBP1	26	151	
SYNPO2	26	151	
TEAD2	26	151	
TPM1	26	151	
WNT11	26	151	
1700009J07RIK	26	152	
C530028O21RIK	26	152	
CD207	26	152	
CLDN1	26	152	
CLEC4B2	26	152	
CXX1B	26	152	
CXX1C	26	152	
DBN1	26	152	
DKK3	26	152	
EG240055	26	152	
FAM149A	26	152	
FNDC7	26	152	
FZD1	26	152	
GCET2	26	152	
GPR120	26	152	
GPR33	26	152	
GRAMD2	26	152	
HEPACAM2	26	152	
HTR7	26	152	
ILDR1	26	152	
ITGA8	26	152	
NAALAD2	26	152	
NOTCH4	26	152	
PLCE1	26	152	
PPEF2	26	152	
PRAF2	26	152	
Sept3	26	152	
SNX22	26	152	
TLR3	26	152	
TMEM27	26	152	
XCR1	26	152	
ZFP57	26	152	
CBFA2T3	26	153	
GKAP1	26	153	
GM14636	26	153	
NOS1AP	26	153	
PBX1	26	153	
STAU2	26	153	
SYNE2	26	153	
TCF7L2	26	153	
TRIP6	26	153	
TTC8	26	153	
VCL	26	153	
1300002K09RIK	26	154	
4932417I16RIK	26	154	
677156	26	154	
CLEC4A4	26	154	
CTNND2	26	154	
DDR1	26	154	
DSCAM	26	154	
FFAR2	26	154	
FRMD5	26	154	
PPP1R14A	26	154	
AKAP2	26	155	
ARHGEF9	26	155	
BASP1	26	155	
BCL2L14	26	155	
CCL22	26	155	
CDCP1	26	155	
CETN4	26	155	
CHST7	26	155	
CLIP2	26	155	
CRISPLD2	26	155	
CX3CL1	26	155	
DAAM1	26	155	
E130311K13RIK	26	155	
FAM40B	26	155	
FSCN1	26	155	
GM10851	26	155	
GM9943	26	155	
GNB4	26	155	
HMGN3	26	155	
IGSF9	26	155	
JAG1	26	155	
KTELC1	26	155	
LAPTM4B	26	155	
MICAL3	26	155	
MMP23	26	155	
MMP25	26	155	
NFE2L1	26	155	
PALLD	26	155	
PIK3R3	26	155	
PTPN21	26	155	
SMAD1	26	155	
SOCS2	26	155	
STAP2	26	155	
TMTC2	26	155	
VHL	26	155	
6030429G01RIK	26	156	
A530099J19RIK	26	156	
ADAM23	26	156	
APOL7C	26	156	
AVPI1	26	156	
C130092O11RIK	26	156	
CADM3	26	156	
DNASE1L3	26	156	
EHF	26	156	
FNDC4	26	156	
GM11545	26	156	
GPR124	26	156	
GPR149	26	156	
GPR157	26	156	
GPR4	26	156	
HAP1	26	156	
IL12B	26	156	
MPZL2	26	156	
PTCHD1	26	156	
PVRL1	26	156	
ROGDI	26	156	
SLC46A3	26	156	
TBC1D4	26	156	
TBC1D9	26	156	
TLR11	26	156	
TMEFF1	26	156	
TSPAN33	26	156	
TTC39A	26	156	
ZBTB46	26	156	
ZC3H12C	26	156	
ZFP366	26	156	
1200009I06RIK	27	157	
1700047I17RIK1	27	157	
4930579C12RIK	27	157	
A230107C01RIK	27	157	
ARC	27	157	
ARHGAP28	27	157	
ASPRV1	27	157	
BC037703	27	157	
BC062109	27	157	
CACNB3	27	157	
CDH2	27	157	
CDKN2B	27	157	
CPNE2	27	157	
DSCAML1	27	157	
E030011O05RIK	27	157	
E130112L23RIK	27	157	
EFNA2	27	157	
ENO2	27	157	
GAL3ST2	27	157	
GM10432	27	157	
GPR126	27	157	
H2-M2	27	157	
IL15RA	27	157	
IL4I1	27	157	
INSM1	27	157	
LAD1	27	157	
MREG	27	157	
MTMR4	27	157	
N28178	27	157	
NUDT17	27	157	
OLFR111	27	157	
OPRD1	27	157	
PAPSS2	27	157	
PFKFB3	27	157	
PKDCC	27	157	
PLA2G4F	27	157	
RAB30	27	157	
RASAL2	27	157	
SCUBE3	27	157	
SEMA7A	27	157	
SH3BP4	27	157	
SLC22A23	27	157	
SLC4A8	27	157	
SLCO5A1	27	157	
TM4SF5	27	157	
TMOD2	27	157	
UBE2E2	27	157	
ZFP872	27	157	
ANXA7	27	158	
ASL	27	158	
CCDC90B	27	158	
CDKL5	27	158	
DYNLL2	27	158	
FAM164A	27	158	
FNBP1L	27	158	
GCLC	27	158	
GLCE	27	158	
HSF2	27	158	
KLF8	27	158	
LOC545845	27	158	
NCOA7	27	158	
NET1	27	158	
NUDT9	27	158	
PPP2R3A	27	158	
SEPSECS	27	158	
SLC25A20	27	158	
TMEM39A	27	158	
TPK1	27	158	
TSPO	27	158	
TXNDC17	27	158	
UAP1	27	158	
WDR91	27	158	
9030625A04RIK	28	159	
ARHGAP6	28	159	
CCDC88A	28	159	
CYTSB	28	159	
DNAJB14	28	159	
DOCK7	28	159	
DSTYK	28	159	
DTX4	28	159	
FMNL2	28	159	
FUT4	28	159	
HIPK2	28	159	
KLHL5	28	159	
NAAA	28	159	
NAV1	28	159	
OGFRL1	28	159	
RAB32	28	159	
RASA4	28	159	
RNF150	28	159	
RTN4	28	159	
SPIRE1	28	159	
TCP11L1	28	159	
ZFP516	28	159	
3110043O21RIK	28	160	
9030617O03RIK	28	160	
ANPEP	28	160	
APOL10B	28	160	
C230094A16RIK	28	160	
CTTNBP2NL	28	160	
CXCL10	28	160	
CYP27A1	28	160	
FAM71A	28	160	
FMN1	28	160	
GM10752	28	160	
IL1R2	28	160	
IL22RA2	28	160	
KCNK6	28	160	
LOXL3	28	160	
NUAK1	28	160	
OLFR920	28	160	
PGF	28	160	
PLEKHM2	28	160	
PTGS2	28	160	
PURG	28	160	
REPS2	28	160	
SEMA6D	28	160	
SLAMF8	28	160	
SRC	28	160	
SRXN1	28	160	
SSFA2	28	160	
TBC1D8	28	160	
TMCC3	28	160	
TNFRSF11A	28	160	
TNIP2	28	160	
TTYH2	28	160	
ZMYND15	28	160	
A930039A15RIK	29	161	
AKR1B10	29	161	
BLVRB	29	161	
CAMK1	29	161	
GLUL	29	161	
MYO7A	29	161	
NLN	29	161	
PCYOX1	29	161	
PLA2G15	29	161	
PON3	29	161	
SLC48A1	29	161	
2010002N04RIK	29	162	
4931406C07RIK	29	162	
9030418K01RIK	29	162	
CTBP2	29	162	
FAM110A	29	162	
GCNT2	29	162	
HEATR5A	29	162	
HK2	29	162	
IFITM1	29	162	
PCYT1A	29	162	
PLA2G4A	29	162	
TNFRSF21	29	162	
ABCD2	29	163	
CEBPA	29	163	
CREG1	29	163	
HMOX1	29	163	
LAMP2	29	163	
LITAF	29	163	
LTBR	29	163	
NINJ1	29	163	
PEX11A	29	163	
PLCB3	29	163	
RIN2	29	163	
RNPEP	29	163	
SLC35F5	29	163	
TRF	29	163	
6430548M08RIK	30	164	
CCL9	30	164	
CD300LG	30	164	
CLEC4D	30	164	
CLEC4E	30	164	
CSF3R	30	164	
CYP2AB1	30	164	
EMILIN2	30	164	
F10	30	164	
GDA	30	164	
GM11428	30	164	
KANK3	30	164	
KCNE3	30	164	
MTUS1	30	164	
PLCB1	30	164	
SLC16A3	30	164	
2010110P09RIK	30	165	
2810405K02RIK	30	165	
ABCC3	30	165	
AXL	30	165	
B3GALNT1	30	165	
FBLIM1	30	165	
GBGT1	30	165	
GM10134	30	165	
GM4951	30	165	
GM5970	30	165	
GPR77	30	165	
HEBP1	30	165	
IGF1	30	165	
IL1A	30	165	
ITGA9	30	165	
LPL	30	165	
LTC4S	30	165	
MERTK	30	165	
MITF	30	165	
NR1H3	30	165	
PLXNA1	30	165	
PLXNA4	30	165	
SCAMP5	30	165	
SCN1B	30	165	
SNX24	30	165	
STAB1	30	165	
TMEM86A	30	165	
YPEL2	30	165	
1110008F13RIK	30	166	
2400001E08RIK	30	166	
ADIPOR1	30	166	
ALOX5	30	166	
ATG7	30	166	
CYB5R1	30	166	
G6PD2	30	166	
G6PDX	30	166	
NKIRAS2	30	166	
PGD	30	166	
PRDX5	30	166	
SEPX1	30	166	
SLC25A13	30	166	
SQRDL	30	166	
TKT	30	166	
ASAH2	30	167	
CCR1	30	167	
CD33	30	167	
CLEC5A	30	167	
CYSLTR1	30	167	
F630110N24RIK	30	167	
GATM	30	167	
HK3	30	167	
MID1	30	167	
PARVB	30	167	
PLBD2	30	167	
PTGS1	30	167	
PTPLAD2	30	167	
SEMA6B	30	167	
TBXAS1	30	167	
TMEM88	30	167	
ZFHX3	30	167	
2610528A11RIK	31	168	
6030499A19RIK	31	168	
C1QA	31	168	
C1QB	31	168	
C1QC	31	168	
CCL24	31	168	
DMXL2	31	168	
GPR84	31	168	
HPGDS	31	168	
MMP12	31	168	
P2RY12	31	168	
P2RY13	31	168	
PF4	31	168	
SFXN5	31	168	
SLC40A1	31	168	
SLC7A8	31	168	
STON2	31	168	
TIMD4	31	168	
4833422F24RIK	31	169	
ADAMDEC1	31	169	
AHRR	31	169	
C6	31	169	
CCL12	31	169	
CCL8	31	169	
CD209B	31	169	
CLEC1B	31	169	
GBP1	31	169	
GM4878	31	169	
GPR31C	31	169	
IL10	31	169	
INPP5J	31	169	
KCNJ10	31	169	
KCNJ16	31	169	
LPHN3	31	169	
MMP13	31	169	
MS4A14	31	169	
MS4A7	31	169	
PLA2G2D	31	169	
TANC2	31	169	
TM4SF19	31	169	
ARL5B	32	170	
COQ10B	32	170	
CREM	32	170	
DGAT1	32	170	
EID3	32	170	
HEXIM1	32	170	
IFRD1	32	170	
POLG2	32	170	
RABGEF1	32	170	
SPTY2D1	32	170	
AHR	32	171	
CMTM8	32	171	
CSRNP1	32	171	
CXCL9	32	171	
FAM189A2	32	171	
GADD45G	32	171	
GM13033	32	171	
GM889	32	171	
GM9975	32	171	
GRASP	32	171	
HSPA1A	32	171	
JAG2	32	171	
KDM6B	32	171	
MAFF	32	171	
MICAL2	32	171	
NR4A2	32	171	
NR4A3	32	171	
9530048O09RIK	32	172	
EGR1	32	172	
EGR2	32	172	
FAM46C	32	172	
GM129	32	172	
HSPA5	32	172	
NR4A1	32	172	
PLK3	32	172	
PVT1	32	172	
SOCS3	32	172	
TNF	32	172	
2310047M10RIK	32	173	
ATP6V1B2	32	173	
CCDC90A	32	173	
CTSS	32	173	
CYBA	32	173	
CYP4V3	32	173	
PHYH	32	173	
RAB7L1	32	173	
SAT1	32	173	
SGPL1	32	173	
2310014D11RIK	32	174	
ANTXR2	32	174	
BCL6	32	174	
BCL9	32	174	
BHLHE40	32	174	
BTG2	32	174	
BTNL5	32	174	
C130039O16RIK	32	174	
CD200	32	174	
CLTB	32	174	
DECR2	32	174	
DNAJB9	32	174	
DUSP1	32	174	
EGR3	32	174	
FILIP1L	32	174	
FOS	32	174	
FOSB	32	174	
GADD45B	32	174	
GM5098	32	174	
ICAM1	32	174	
IDS	32	174	
IER2	32	174	
IER5	32	174	
IL4RA	32	174	
IRS2	32	174	
ITM2C	32	174	
JUN	32	174	
JUNB	32	174	
KLF6	32	174	
MAP3K14	32	174	
MYD116	32	174	
NFKBIA	32	174	
NFKBIB	32	174	
NFKBID	32	174	
NFKBIE	32	174	
NFKBIZ	32	174	
PDE4B	32	174	
PDE4DIP	32	174	
PER1	32	174	
PTGER4	32	174	
RELB	32	174	
RNF19B	32	174	
RRAD	32	174	
SH3PXD2A	32	174	
SKIL	32	174	
SLC25A25	32	174	
SQSTM1	32	174	
TNFAIP3	32	174	
TRIB1	32	174	
TTYH3	32	174	
ZC3H12A	32	174	
ZFP36	32	174	
ZFP36L1	32	174	
1700048O20RIK	33	175	"major early B cell module, relevant to development"
AKAP12	33	175	"major early B cell module, relevant to development"
BCL7A	33	175	"major early B cell module, relevant to development"
BEND5	33	175	"major early B cell module, relevant to development"
BRD3	33	175	"major early B cell module, relevant to development"
CEP68	33	175	"major early B cell module, relevant to development"
CHCHD10	33	175	"major early B cell module, relevant to development"
CTR9	33	175	"major early B cell module, relevant to development"
D17H6S56E-5	33	175	"major early B cell module, relevant to development"
EPB4.1L5	33	175	"major early B cell module, relevant to development"
FAM73A	33	175	"major early B cell module, relevant to development"
FCHSD2	33	175	"major early B cell module, relevant to development"
GFRA1	33	175	"major early B cell module, relevant to development"
GM9888	33	175	"major early B cell module, relevant to development"
KCTD3	33	175	"major early B cell module, relevant to development"
N4BP2	33	175	"major early B cell module, relevant to development"
PHTF2	33	175	"major early B cell module, relevant to development"
PPM1E	33	175	"major early B cell module, relevant to development"
RALGPS2	33	175	"major early B cell module, relevant to development"
RAPGEFL1	33	175	"major early B cell module, relevant to development"
REST	33	175	"major early B cell module, relevant to development"
TMEM108	33	175	"major early B cell module, relevant to development"
TMEM138	33	175	"major early B cell module, relevant to development"
TMPRSS3	33	175	"major early B cell module, relevant to development"
UCHL1	33	175	"major early B cell module, relevant to development"
VARS	33	175	"major early B cell module, relevant to development"
2010007H06RIK	33	176	"major early B cell module, relevant to development"
BANK1	33	176	"major early B cell module, relevant to development"
BLK	33	176	"major early B cell module, relevant to development"
CD19	33	176	"major early B cell module, relevant to development"
CD79A	33	176	"major early B cell module, relevant to development"
CD79B	33	176	"major early B cell module, relevant to development"
CECR2	33	176	"major early B cell module, relevant to development"
CHST3	33	176	"major early B cell module, relevant to development"
CYP39A1	33	176	"major early B cell module, relevant to development"
DENND5B	33	176	"major early B cell module, relevant to development"
EBF1	33	176	"major early B cell module, relevant to development"
EDARADD	33	176	"major early B cell module, relevant to development"
EGFL6	33	176	"major early B cell module, relevant to development"
FAM129C	33	176	"major early B cell module, relevant to development"
GM10561	33	176	"major early B cell module, relevant to development"
LOC674190	33	176	"major early B cell module, relevant to development"
LYNX1	33	176	"major early B cell module, relevant to development"
OTUB2	33	176	"major early B cell module, relevant to development"
PAX5	33	176	"major early B cell module, relevant to development"
PIK3C2B	33	176	"major early B cell module, relevant to development"
POU2AF1	33	176	"major early B cell module, relevant to development"
RFTN2	33	176	"major early B cell module, relevant to development"
SH3BP5	33	176	"major early B cell module, relevant to development"
TNFRSF13C	33	176	"major early B cell module, relevant to development"
VPREB3	33	176	"major early B cell module, relevant to development"
1300014I06RIK	33	177	"major early B cell module, relevant to development"
1810046K07RIK	33	177	"major early B cell module, relevant to development"
4933437F05RIK	33	177	"major early B cell module, relevant to development"
ANGPTL1	33	177	"major early B cell module, relevant to development"
AY498738	33	177	"major early B cell module, relevant to development"
BCAR3	33	177	"major early B cell module, relevant to development"
CACNA1I	33	177	"major early B cell module, relevant to development"
CD22	33	177	"major early B cell module, relevant to development"
CD55	33	177	"major early B cell module, relevant to development"
CDKL1	33	177	"major early B cell module, relevant to development"
CR2	33	177	"major early B cell module, relevant to development"
DAF2	33	177	"major early B cell module, relevant to development"
ELL3	33	177	"major early B cell module, relevant to development"
FAIM3	33	177	"major early B cell module, relevant to development"
FCER2A	33	177	"major early B cell module, relevant to development"
FCRL1	33	177	"major early B cell module, relevant to development"
FCRL5	33	177	"major early B cell module, relevant to development"
FFAR1	33	177	"major early B cell module, relevant to development"
FRY	33	177	"major early B cell module, relevant to development"
GM10877	33	177	"major early B cell module, relevant to development"
